,city_ID,City,Country,lat,lon,temp,wind,cloudiness,humidity
379,1788852,Xining,CN,36.62,101.77,3.46,1.94,0,38
380,829291,Ileza,RU,61.05,43.9,-5.72,3.92,56,92
381,546105,Nikolskoye,RU,59.7,30.79,-3.24,1.0,0,92
382,3836277,Santa Fe,AR,-31.63,-60.7,23.78,1.79,21,74
383,2027316,Ayan,RU,56.45,138.17,-4.88,1.35,78,66
384,2281120,Tabou,CI,4.42,-7.35,24.84,1.53,99,93
385,3761194,Miraflores,MX,19.22,-98.81,16.52,3.1,90,62
386,1518262,Temirtau,KZ,50.05,72.95,4.0,1.0,71,64
387,1626703,Soe,ID,-9.86,124.28,29.92,3.04,0,57
388,3455416,Palmeira das Missões,BR,-27.9,-53.31,18.71,5.28,0,90
389,575521,Bogorodskoye,RU,56.55,37.88,-0.6,4.22,99,77
390,3460148,Januária,BR,-15.48,-44.37,20.65,0.25,100,94
391,5861897,Fairbanks,US,64.84,-147.72,-0.35,1.5,90,95
392,3985168,San Patricio,MX,19.22,-104.7,26.0,2.6,5,83
393,3466950,Carinhanha,BR,-14.3,-43.77,21.06,1.03,93,94
394,5884588,Amos,CA,48.57,-78.12,-3.11,5.7,90,92
395,3533462,Acapulco de Juárez,MX,16.86,-99.89,28.0,2.6,20,74
396,2270258,Caniço,PT,32.63,-16.85,13.32,8.2,40,62
397,1215502,Banda Aceh,ID,5.56,95.32,29.5,2.63,24,66
398,2025630,Chara,RU,56.91,118.26,-7.28,0.97,100,70
399,2125945,Dolinsk,RU,47.35,142.8,0.0,3.0,40,76
400,1650232,Banjar,ID,-8.19,114.97,30.0,4.1,20,84
401,118063,Sabzawār,IR,36.21,57.68,13.18,1.14,33,57
402,1065158,Farafangana,MG,-22.82,47.83,25.46,1.24,0,77
403,1859319,Kitakata,JP,37.65,139.87,6.74,3.6,40,41
404,1122464,Taywarah,AF,33.35,64.42,1.0,1.69,0,81
405,1508427,Charyshskoye,RU,51.4,83.56,1.31,1.74,97,79
406,5746545,Portland,US,45.52,-122.68,11.86,6.7,20,35
407,2146219,Hervey Bay,AU,-25.3,152.85,26.73,7.7,90,50
408,3144987,Beisfjord,NO,68.38,17.6,-2.43,6.7,100,74
409,1852357,Shimoda,JP,34.67,138.95,9.01,5.1,75,53
410,6180550,Whitehorse,CA,60.72,-135.05,1.79,3.1,40,31
411,6355222,Yulara,AU,-25.24,130.99,34.0,4.6,0,9
412,2171465,Clarence Town,AU,-32.58,151.78,21.14,6.2,75,73
413,5955826,Fort Frances,CA,48.6,-93.4,-6.88,4.6,1,57
414,2542997,Marrakesh,MA,31.63,-8.01,11.0,3.6,75,62
415,2758621,Borger,NL,52.92,6.79,4.2,2.1,26,93
416,2063036,Port Lincoln,AU,-34.73,135.87,28.56,5.33,100,24
417,6160919,Taber,CA,49.82,-112.15,-3.63,3.6,5,53
418,3622537,Parrita,CR,9.52,-84.32,22.0,90.5,20,64
419,1512019,Aksarka,RU,66.56,67.8,-6.21,7.47,100,94
420,3123493,Ferrol,ES,43.48,-8.24,8.94,3.6,43,76
421,1526970,Abay,KZ,49.63,72.85,4.0,1.0,65,64
422,1274989,Candolim,IN,15.52,73.76,25.0,1.0,20,94
423,3893629,Coquimbo,CL,-29.95,-71.34,16.0,1.0,90,82
424,1254046,Tura,IN,25.52,90.22,28.56,1.43,0,27
425,2063039,Port Keats,AU,-14.25,129.55,33.22,2.6,9,52
426,1857208,Minamata,JP,32.22,130.4,12.9,2.1,75,50
427,286621,Salalah,OM,17.02,54.09,25.0,1.5,75,73
428,988698,Knysna,ZA,-34.04,23.05,13.0,2.1,1,93
429,6620339,Karratha,AU,-20.74,116.85,30.25,4.66,0,68
430,1717787,Catuday,PH,16.29,119.81,26.49,5.62,23,69
431,58933,Garoowe,SO,8.41,48.48,23.47,5.33,100,73
432,3459712,Joinville,BR,-26.3,-48.85,21.13,2.1,75,94
433,5742974,North Bend,US,43.41,-124.22,12.23,2.1,1,71
434,1496073,Orlik,RU,52.52,99.83,-6.54,7.82,95,54
435,1516438,Zyryanovsk,KZ,49.74,84.27,0.89,0.71,93,72
436,3868626,Valparaíso,CL,-33.04,-71.63,13.88,0.91,4,82
437,1028918,Pemba,MZ,-12.97,40.52,25.3,4.82,100,83
438,898905,Sesheke,ZM,-17.48,24.3,20.0,1.0,99,100
439,2034655,Suihua,CN,46.64,127.0,-1.5,2.65,80,100
440,610864,Khani,GE,41.96,42.96,3.0,1.0,90,93
441,3579925,St. George's,GD,12.06,-61.75,24.0,5.18,20,88
442,5198635,Lock Haven,US,41.14,-77.45,6.33,9.3,90,56
443,3654410,Manta,EC,-0.95,-80.73,27.0,1.0,40,78
444,5554428,Ketchikan,US,55.34,-131.65,6.48,6.2,1,60
445,2236568,Uíge,AO,-7.61,15.06,19.96,0.41,100,98
446,6111862,Port Hardy,CA,50.7,-127.42,10.0,4.1,5,46
447,2012956,Yerbogachën,RU,61.28,108.01,-1.57,3.41,100,96
448,1811260,Fengrun,CN,39.83,118.12,14.75,4.02,0,17
449,2033196,Zhangjiakou,CN,40.81,114.88,6.68,6.93,0,31
450,3517970,Pochutla,MX,15.74,-96.47,28.59,5.1,75,62
451,739914,Şebinkarahisar,TR,40.29,38.42,-11.69,3.57,100,95
452,1733782,Labuan,MY,5.28,115.24,30.39,1.5,75,66
453,583345,Aleksandrov Gay,RU,50.15,48.57,-0.44,2.46,0,82
454,1640660,Gondanglegi,ID,-7.75,112.01,30.23,0.29,14,66
455,4923531,Michigan City,US,41.71,-86.89,3.32,2.9,90,93
456,1488903,Turukhansk,RU,65.82,87.98,-25.59,3.28,89,93
457,197745,Garissa,KE,-0.45,39.64,26.5,4.41,73,75
458,5975034,High Prairie,CA,55.43,-116.49,-4.82,2.37,100,88
459,917748,Choma,ZM,-16.81,26.95,17.28,3.34,90,90
460,1791779,Wanning,CN,18.8,110.4,24.0,3.64,100,75
461,3424901,Aasiaat,GL,68.71,-52.87,-26.28,6.21,42,85
462,3664980,Boa Vista,BR,2.82,-60.67,32.0,2.6,75,49
463,2514301,Mahon,ES,39.89,4.27,15.0,4.6,100,87
464,877631,Namikupa,TZ,-10.83,39.6,21.81,0.25,100,97
465,6050066,La Ronge,CA,55.1,-105.28,-9.0,6.2,40,52
466,5969025,Haines Junction,CA,60.75,-137.51,-7.82,1.11,0,86
467,49747,Oddur,SO,4.12,43.89,21.79,7.22,57,95
468,3353540,Rehoboth,NA,-23.32,17.08,21.0,2.59,61,46
469,2141305,Fayaoué,NC,-20.65,166.53,26.81,6.91,1,78
470,3928924,Satipo,PE,-11.25,-74.64,16.25,1.51,98,97
471,1687186,Sarangani,PH,5.4,125.46,27.55,9.07,99,74
472,609924,Emba,KZ,48.83,58.14,-6.44,3.02,63,73
473,5391295,Salinas,US,36.68,-121.66,8.87,2.6,1,62
474,1712961,Gigmoto,PH,13.78,124.39,26.18,8.83,40,78
475,3430545,Morón,AR,-34.65,-58.62,18.65,1.5,0,88
476,2522890,Tortolì,IT,39.93,9.66,15.0,2.6,75,100
477,2206874,Waipawa,NZ,-41.41,175.52,13.47,13.4,100,71
478,3902377,La Santisima Trinidad,BO,-14.83,-64.9,24.56,0.88,100,93
479,2171722,Charters Towers,AU,-20.1,146.27,29.6,4.74,20,40
480,4535961,Enid,US,36.4,-97.88,9.33,1.5,90,100
481,2214846,Misratah,LY,32.38,15.09,15.75,10.75,67,79
482,2210554,Sirte,LY,31.21,16.59,15.83,8.08,92,76
483,6157536,Stony Plain,CA,53.53,-114.0,-2.43,4.1,90,50
484,3146487,Raudeberg,NO,61.99,5.14,5.15,14.9,100,86
485,4231997,Avera,US,33.19,-82.53,13.95,2.1,90,82
486,1246294,Galle,LK,6.04,80.22,27.08,2.25,97,81
487,2077895,Alice Springs,AU,-23.7,133.88,30.0,7.7,0,25
488,1855342,Nishihara,JP,26.18,127.76,18.24,1.5,20,55
489,1685422,Sulangan,PH,11.14,123.72,26.93,3.3,0,69
490,2136150,Luganville,VU,-15.53,167.17,31.0,2.1,75,74
491,866062,Iskateley,RU,67.68,53.15,-4.42,10.98,100,90
492,149129,Ushirombo,TZ,-3.49,31.96,18.0,1.03,100,97
493,1509844,Boguchany,RU,58.38,97.45,-6.91,7.56,100,82
494,3671387,Puerto Nariño,CO,-3.77,-70.38,26.0,0.7,75,100
495,341877,Bodītī,ET,6.97,37.87,16.6,0.7,100,85
496,5545269,Price,US,39.6,-110.81,8.09,2.6,1,42
497,1253628,Ginda,IN,30.69,78.49,13.12,0.81,0,34
498,3906765,Quime,BO,-16.98,-67.22,10.04,1.37,98,95
499,2027042,Batagay-Alyta,RU,67.8,130.41,-13.94,1.39,100,93
500,2152659,Port Macquarie,AU,-31.43,152.92,20.38,4.6,75,93
501,1250161,Eravur,LK,7.77,81.61,27.95,5.01,97,76
502,5855051,‘Ewa Beach,US,21.32,-158.01,23.0,6.2,90,88
503,2440371,Ouallam,NE,14.32,2.09,26.8,5.07,94,11
504,3412093,Vestmannaeyjar,IS,63.44,-20.27,5.12,7.52,100,77
505,527581,Mendeleyevo,RU,56.03,37.22,0.78,3.0,100,50
506,3860443,Comodoro Rivadavia,AR,-45.87,-67.5,16.0,3.1,75,87
507,477940,Ust-Tsilma,RU,65.44,52.15,-3.17,6.79,100,87
508,2553604,Casablanca,MA,33.59,-7.62,10.25,1.5,21,87
509,3665199,Ariquemes,BR,-9.91,-63.04,23.25,1.28,100,98
510,1792916,Tianpeng,CN,30.99,103.94,17.21,2.0,65,67
511,1524296,Esil,KZ,51.96,66.4,-1.85,5.73,99,95
512,3381538,Grand-Santi,GF,4.25,-54.38,25.35,2.86,51,72
513,2094027,Kieta,PG,-6.22,155.63,28.91,2.54,84,69
514,5972762,Hay River,CA,60.82,-115.8,-19.0,3.6,75,64
515,2109528,Buala,SB,-8.14,159.59,28.34,1.8,40,75
516,569223,Cherepovets,RU,59.13,37.9,0.0,1.0,75,95
517,2027044,Batagay,RU,67.63,134.63,-16.04,1.34,95,88
518,3420846,Qaqortoq,GL,60.72,-46.03,-10.0,1.5,0,56
519,5046001,Sartell,US,45.62,-94.21,-2.43,5.1,1,63
520,3573374,The Valley,AI,18.22,-63.06,24.81,2.1,20,78
521,1626542,Sorong,ID,-0.88,131.25,35.34,0.17,39,42
522,6078372,Moose Factory,CA,51.26,-80.61,-1.0,6.7,90,92
523,5916821,Cardston,CA,49.2,-113.3,-5.55,4.6,5,72
524,2013258,Vrangel',RU,42.73,133.08,0.95,3.07,100,63
525,3444914,Vitória da Conquista,BR,-14.87,-40.84,18.87,2.17,100,98
526,1152222,Mae Hong Son,TH,19.3,97.97,24.0,1.0,20,47
527,2421903,Dinguiraye,GN,11.3,-10.72,24.81,2.09,50,17
528,2278158,Buchanan,LR,5.88,-10.05,26.0,1.57,75,94
529,1714733,Dingle,PH,11.0,122.67,29.61,5.26,1,54
530,3347762,Lubango,AO,-14.92,13.49,15.59,1.88,100,91
531,509017,Pleshanovo,RU,52.83,53.48,-2.86,3.34,94,93
532,64814,Bandarbeyla,SO,9.49,50.81,26.24,5.18,100,80
533,1274987,Kannur,IN,11.87,75.36,25.0,0.5,20,94
534,3572906,Andros Town,BS,24.7,-77.77,22.91,3.1,40,78
535,4852832,Council Bluffs,US,41.26,-95.86,4.95,1.5,90,100
536,5850554,Makakilo City,US,21.35,-158.09,23.0,3.6,90,100
537,1214488,Meulaboh,ID,4.14,96.13,27.43,2.67,26,79
538,3381041,Mana,GF,5.66,-53.78,24.22,1.11,23,87
539,1508894,Borovoy,RU,55.43,86.08,-4.0,4.0,40,79
540,2541479,Nador,MA,35.17,-2.93,10.51,1.0,0,57
541,1850523,Tateyama,JP,34.98,139.87,9.57,2.6,75,48
542,2160735,Lakes Entrance,AU,-37.88,147.98,25.56,1.34,66,49
543,3983805,Santa Rosalía,MX,27.32,-112.28,17.61,3.44,82,49
544,3419842,Sisimiut,GL,66.94,-53.67,-24.19,7.18,16,71
545,4575352,Columbia,US,34.0,-81.03,12.49,1.61,90,71
546,2012530,Zhigansk,RU,66.77,123.37,-21.86,6.7,95,94
547,332288,Lalibela,ET,12.03,39.03,16.09,0.81,18,43
548,3449304,São Desidério,BR,-12.36,-44.97,20.49,0.5,90,94
549,5517061,Big Spring,US,32.25,-101.48,15.7,4.6,1,88
550,1250161,Batticaloa,LK,7.71,81.69,26.89,2.13,81,82
551,934649,Cap Malheureux,MU,-19.98,57.61,23.15,4.1,75,94
552,3614663,Brus Laguna,HN,15.75,-84.48,21.81,0.96,0,95
553,2136825,Isangel,VU,-19.55,169.27,30.0,6.2,75,74
554,2145554,Ulladulla,AU,-35.35,150.47,21.54,4.1,40,49
555,2123979,Kuril'sk,RU,45.23,147.88,-3.04,2.39,92,53
556,3351380,Caconda,AO,-13.73,15.07,16.5,1.19,100,98
557,3685702,Cravo Norte,CO,6.3,-70.2,30.45,3.17,80,40
558,4032420,Neiafu,TO,-18.65,-173.98,30.0,4.6,75,79
559,5392171,San Jose,US,37.34,-121.89,8.93,4.6,75,66
560,3867427,Mayor Pablo Lagerenza,PY,-19.93,-60.77,26.02,0.73,2,72
561,1254709,Tezu,IN,27.92,96.17,23.71,1.25,2,29
562,3444201,Puerto Quijarro,BO,-17.78,-57.77,25.3,0.86,1,79
563,4047434,Russell,US,32.35,-85.2,17.21,4.1,90,82
564,2520645,Cabra,ES,37.47,-4.44,6.91,2.6,20,93
565,3457381,Mauá,BR,-23.67,-46.46,23.76,2.6,97,64
566,4036284,Alofi,NU,-19.06,-169.92,29.0,3.1,75,79
567,1640902,Kawalu,ID,-7.38,108.21,28.33,1.8,99,62
568,1651461,Amuntai,ID,-2.42,115.25,31.39,1.96,6,56
569,162627,Yabrūd,SY,33.97,36.66,10.0,6.2,20,87
570,2064735,Nhulunbuy,AU,-12.23,136.77,31.0,4.1,40,58
571,3372760,Praia da Vitória,PT,38.73,-27.07,16.0,6.91,40,82
572,3388847,São Félix do Xingu,BR,-6.64,-51.99,21.85,0.93,67,97
573,3980627,Valle de Allende,MX,26.93,-105.4,17.54,2.85,33,48
574,98182,Baghdad,IQ,33.34,44.4,14.0,2.1,27,82
575,3661894,Tonantins,BR,-2.87,-67.8,23.74,0.73,98,96
